forward_num_0.50,reverse_num_0.50,forward_rate_0.50,reverse_rate_0.50,organism_num_0.50,organism_rate_0.50,forward_num_0.10,reverse_num_0.10,forward_rate_0.10,reverse_rate_0.10,organism_num_0.10,organism_rate_0.10,forward_num_0.60,reverse_num_0.60,forward_rate_0.60,reverse_rate_0.60,organism_num_0.60,organism_rate_0.60,forward_num_0.20,reverse_num_0.20,forward_rate_0.20,reverse_rate_0.20,organism_num_0.20,organism_rate_0.20,forward_num_0.40,reverse_num_0.40,forward_rate_0.40,reverse_rate_0.40,organism_num_0.40,organism_rate_0.40,forward_num_0.30,reverse_num_0.30,forward_rate_0.30,reverse_rate_0.30,organism_num_0.30,organism_rate_0.30,forward_num_0.35,reverse_num_0.35,forward_rate_0.35,reverse_rate_0.35,organism_num_0.35,organism_rate_0.35,forward_num_0.55,reverse_num_0.55,forward_rate_0.55,reverse_rate_0.55,organism_num_0.55,organism_rate_0.55,forward_num_0.45,reverse_num_0.45,forward_rate_0.45,reverse_rate_0.45,organism_num_0.45,organism_rate_0.45,forward_num_0.25,reverse_num_0.25,forward_rate_0.25,reverse_rate_0.25,organism_num_0.25,organism_rate_0.25,forward_num_0.15,reverse_num_0.15,forward_rate_0.15,reverse_rate_0.15,organism_num_0.15,organism_rate_0.15
699.1,299.3,6.55773204477412,6.01710089980907,998.4,6.39541655884342,692.9,305.4,6.65851118287864,5.99375661622129,998.3,6.45499310936435,727.0,271.1,6.75404277707309,6.32300272368309,998.1,6.64180444306031,663.4,335.0,6.55878281555529,6.03311385906109,998.4,6.38441404592754,686.7,311.7,6.60674525396909,6.15037165204837,998.4,6.46432200306227,674.0,324.2,6.65888558564269,6.06120411920142,998.2,6.46692037603359,668.2,330.2,6.57098087271058,5.88214237128065,998.4,6.34783463260166,699.0,299.5,6.64080230502349,6.27240545384344,998.5,6.53312844921122,685.8,312.5,6.61485963604962,6.13133942485537,998.3,6.46464393894847,664.0,333.9,6.64653558164178,5.9193793810056,997.9,6.40614324974694,684.1,314.6,6.55992205706669,6.04618967392776,998.7,6.39832598129191
701.8,296.3,6.58999521448154,6.07729168654778,998.1,6.43783411785886,689.1,309.0,6.68351905002047,6.10088170758509,998.1,6.50351211266382,732.9,265.6,6.79280411190986,6.37212678746661,998.5,6.68703465326058,668.7,329.7,6.59443678214131,6.11984800814298,998.4,6.4418599443058,689.9,308.7,6.63780500864161,6.22467640974289,998.6,6.51070469266862,678.5,319.8,6.67458290925776,6.10674084149288,998.3,6.49683148866661,681.7,316.3,6.59587712892674,5.90049097689176,998.0,6.38092104679927,705.6,292.3,6.67033950040932,6.28681841135843,997.9,6.56182743244881,687.0,311.4,6.67107294563703,6.1696617931399,998.4,6.51552815471174,667.7,331.0,6.65692035611239,6.00253622685804,998.7,6.44598656773006,677.7,320.6,6.58233655091576,6.23373542643067,998.3,6.47080199663204
712.2,285.9,6.64767967871247,6.10882136065713,998.1,6.49428762043718,694.1,304.6,6.7148564999461,6.15910800005125,998.7,6.5457961969986,738.8,259.9,6.82754608834373,6.41194904428749,998.7,6.72493337563629,675.3,323.3,6.63216625686773,6.15027551501157,998.6,6.47774728636452,691.8,307.0,6.67158655289157,6.2930192845472,998.8,6.55485204643521,682.5,315.8,6.71838941752561,6.1634830744961,998.3,6.54663010538091,682.6,315.9,6.64556473686449,6.00680862858354,998.5,6.44772336863507,711.0,287.0,6.71591462684959,6.24233040530117,998.0,6.58303031198667,693.8,304.5,6.72970610603617,6.17791053120294,998.3,6.56084858479182,669.5,328.5,6.66969727334385,6.02368614923709,998.0,6.46162212920152,687.7,310.7,6.62481737127832,6.28739559965598,998.4,6.52015302981649
714.5,284.1,6.6894648947018,6.08145017950911,998.6,6.51677301985086,703.1,295.5,6.78185446919347,6.14478270761343,998.6,6.59394594995797,741.2,256.9,6.88174494288161,6.46043641335428,998.1,6.7772895637611,681.0,317.4,6.67379686900812,6.16747498297643,998.4,6.51592154784558,700.9,297.2,6.70944190412139,6.30418623924031,998.1,6.58747375897336,690.1,308.4,6.75620136718991,6.16739789481543,998.5,6.58063725359561,688.3,309.9,6.66181902282098,5.97670432917847,998.2,6.45410544433073,713.6,284.9,6.77868075710303,6.24811873872918,998.5,6.63159421584828,695.4,303.0,6.75477839304343,6.20956897364121,998.4,6.58955962352263,677.1,321.2,6.73506300710445,6.06839017220878,998.3,6.52475611429233,689.6,308.6,6.65551623653595,6.32683159062402,998.2,6.55631258088479
718.2,280.0,6.72350576640504,6.10248985012695,998.2,6.54966344326572,702.5,296.0,6.79064722233089,6.16580728098857,998.5,6.60809036423997,747.2,251.3,6.91782775946059,6.47349728299912,998.5,6.81040449266902,686.5,312.1,6.7236030059279,6.1977105191182,998.6,6.56181105699119,707.0,291.3,6.74864026914373,6.34888941412293,998.3,6.63220129525046,693.9,303.7,6.81052824403652,6.21017663648478,997.6,6.63180831692198,692.4,305.7,6.71530646234072,6.0286644508599,998.1,6.51013783052786,721.2,277.1,6.82627275834703,6.22054837807378,998.3,6.66290719154338,702.3,295.7,6.79919226895298,6.22434026453942,998.0,6.62714187019998,682.1,316.0,6.77162530376067,6.08160420543951,998.1,6.55709037951946,692.9,305.3,6.67534734238199,6.33873500244639,998.2,6.57316934383927
722.4,276.1,6.75787663974453,6.1266279020977,998.5,6.5831743024967,708.5,289.9,6.8357202701713,6.17374679786215,998.4,6.64567680516017,745.8,252.4,6.95194936603959,6.44836463359733,998.2,6.82971259986538,691.1,306.8,6.76202645726697,6.17727992927541,997.9,6.58596917672628,713.0,285.4,6.77463097886577,6.32366589955213,998.4,6.64551778870969,698.7,299.8,6.8312254932349,6.18264708716474,998.5,6.63995408233885,696.0,302.1,6.75516504485579,6.01757760358313,998.1,6.53774910127069,724.0,274.5,6.84940682344875,6.27578175296796,998.5,6.69773323201292,712.2,286.3,6.85373473488486,6.22379992586082,998.5,6.67210348915204,688.1,310.1,6.83958647654446,6.05566116516981,998.2,6.60048579925465,699.0,299.6,6.70359678058207,6.33029631418189,998.6,6.59261034581676
725.0,273.6,6.79845972968591,6.17897834201125,998.6,6.6289467824538,712.3,286.3,6.88540115352998,6.13707768081959,998.6,6.67398049351957,747.2,250.9,7.00522539430169,6.43026826667989,998.1,6.86612325768703,692.1,306.5,6.80652122925418,6.2364584141381,998.6,6.6350791673437,713.7,284.8,6.81034059188761,6.33652946233041,998.5,6.67626004788434,708.1,290.0,6.915544473724,6.17057172647053,998.1,6.70410629261109,702.1,296.6,6.80051851258714,6.0286127717694,998.7,6.5759676891461,726.3,271.9,6.90606346699066,6.30698706454772,998.2,6.7489998690907,710.6,287.9,6.89487865252154,6.26762793143723,998.5,6.71366045404122,688.9,309.5,6.87030114262791,6.06710365376281,998.4,6.62600992761253,699.1,299.3,6.77029385630209,6.31355274604163,998.4,6.63414107631087
727.2,270.4,6.85570322319106,6.25910307154661,997.6,6.69423084556459,714.8,283.7,6.91452553759125,6.10943767140375,998.5,6.68831042949209,752.7,245.7,7.03782593460327,6.50521279757538,998.4,6.9115743777176,694.5,303.4,6.83746959592912,6.20987897485695,997.9,6.64899485444356,718.4,279.5,6.87235542328869,6.37509872442462,997.9,6.73372644166147,708.6,289.7,6.95031298612467,6.20873486366828,998.3,6.73994410920972,702.8,295.2,6.82099808166406,6.0687079296349,998.0,6.60199023120664,729.2,269.7,6.94060764276478,6.37391065635767,998.9,6.79495868614105,713.8,284.4,6.95214414745753,6.32882778687523,998.2,6.77562307987913,694.6,303.9,6.91907326615721,6.11778451931246,998.5,6.6775993428298,700.8,297.3,6.81094371184963,6.30658534595616,998.1,6.66199417089156
734.8,263.7,6.88877535559391,6.34585395073187,998.5,6.74653298482532,720.0,278.5,6.949993734797,6.18358998291803,998.5,6.74004374794672,760.1,238.1,7.06839334170301,6.57947623079474,998.2,6.95744163766792,696.6,301.8,6.88191516951405,6.24986289802941,998.4,6.69382859501854,719.0,279.2,6.89064380544344,6.44830522858446,998.2,6.76854964905952,710.1,288.2,6.99649519698381,6.25658274602621,998.3,6.78913434854826,705.4,293.1,6.87861155304306,6.14530162476296,998.5,6.66605443802566,736.1,262.6,6.9791798654435,6.41698194834429,998.7,6.83764639206797,718.0,280.1,6.97179999427861,6.41013785879797,998.1,6.81558098976104,698.1,299.9,6.935885865136,6.15299269330488,998.0,6.70521310270337,701.2,297.2,6.8380300059567,6.37782577818703,998.4,6.70124442587403
739.3,259.5,6.92675546826117,6.39018102793731,998.8,6.78726692624488,720.6,277.5,6.97147074805484,6.22307358768767,998.1,6.76669567048759,763.2,234.7,7.08189441679847,6.66763852278348,997.9,6.98967572596083,700.0,298.5,6.91468049782509,6.22864160561266,998.5,6.71405847408565,726.0,271.8,6.93464069931039,6.49504911280665,997.8,6.81723622397834,714.0,284.4,7.0393866343688,6.33638934238828,998.4,6.84554734924793,706.1,292.1,6.9198105093954,6.1805687839346,998.2,6.70577082450257,740.2,258.4,7.00366053235948,6.4914718674355,998.6,6.87701513520684,723.0,275.0,7.01145617060727,6.42564295373498,998.0,6.85200938889577,697.7,300.9,6.98640095502509,6.19438974326115,998.6,6.75155265485927,706.0,292.8,6.8621199828265,6.40016961770902,998.8,6.72688098920564
